,Line Item Quantity,Freight Cost (USD),Vendor,meds
5125,3,11103.234819296562,51,Januvia
5126,2744,25577.2,50,probiotic supplement
5127,116,1961.65,50,chlorthalidone
5128,2330,16382.89,67,Acidophillus
5129,4,11103.234819296562,51,HYDROXYCHLOROQUINE 200 mg
5130,7035,2242.71,46,Lanoxin
5131,14,11103.234819296562,51,Motrin
5132,2100,11103.234819296562,50,pro biotic
5133,30,1003.18,29,CS-Progeterone 80 Taurine. 1
5134,16716,7487.81,22,MTV
5135,33476,11103.234819296562,13,L-lysine
5136,564,11103.234819296562,28,sertraline 200 mg QD
5137,7400,33872.84,70,birth control mono-linyah
5138,2450,21170.3,50,nitrofurantoin
5139,400,11103.234819296562,13,nifedipine
5140,10798,66059.65,50,Metformin
5141,3115,2335.73,46,whey powder
5142,25000,3790.0,13,hydroxychloroquine (pre-existing prescription to pandemic)
5143,3500,12499.27,50,Valacyclovir HCL 500 mg 1x daily
5144,15204,11103.234819296562,13,bupropion (300mg/day)
5145,122743,11103.234819296562,62,birth control mono-linyah
5146,15000,36219.03,70,prenatal vitamin w/DHA
5147,251,11103.234819296562,58,Lack of Appetite
5148,105813,7292.26,23,Toujeo (insulin glargine) 50 units daily
5149,45,11103.234819296562,51,vit B
5150,20,549.16,29,LIPITOR
5151,24,11103.234819296562,51,men?s multi vitamin
5152,22008,12793.94,13,LUTERA
5153,40860,48653.36,28,ALBUTEROL INHALER AS NEEDED
5154,220,11103.234819296562,50,Tresiba insulin
5155,4980,1377.02,46,37.5-25 mg Triamerene-HCTZ
5156,4400,1475.94,2,Ibuprofen 400 mg to help with the vaccine taken the night before. Was given 2 shots of epi
5157,2000,830.05,18,Garlic Oil
5158,500,9597.9,70,Phillips Colon Health
5159,203,11103.234819296562,58,GNC Collagen
5160,55000,7321.43,13,heart medication
5161,75,11103.234819296562,13,Metformin 850mg Bid
5162,461,2556.61,30,allopurinol
5163,6437,11103.234819296562,46,Hydrocodone
5164,40000,18550.93,22,Levothyroxine 25 mcg
5165,97300,12323.93,46,potassium simvastatin
5166,1700,9054.08,67,Trazaodone
5167,33,1209.56,50,Symbicort inhaler
5168,694,4350.03,50,nifedipine XL
5169,8,584.1,50,topical triamcinolone
5170,336,1845.9,28,Gabapentin 600 mg bID daily
5171,44407,43408.7,46,000 iu every other day
5172,2891,1887.58,13,LACTOBACILLUS
5173,45,11103.234819296562,51,Goli apple cider vinegar gummy supplement
5174,60000,11103.234819296562,46,amLODIPine 5mg
5175,1676,11103.234819296562,27,hypoxia
5176,1144,11103.234819296562,28,600mg Calcium
5177,12700,11103.234819296562,28,Lantis
5178,8000,11103.234819296562,28,losartan
5179,4950,11737.26,67,Ultram
5180,88,11103.234819296562,58,codine/guaifenesin syrup 5lm PO Q6H PRN
5181,46,11103.234819296562,51,heather birth control
5182,1946,1249.78,46,vitamin supplement
5183,8146,11103.234819296562,58,HCTZ 50 mg
5184,72,11103.234819296562,58,then developed violent shaking
5185,386,570.75,18,duelra
5186,6,11103.234819296562,51,Nature?s Bounty immune
5187,3,11103.234819296562,51,nifedical xl
5188,2100,16061.5,50,ATROVENT HFA
5189,7000,11103.234819296562,50,Dulera
5190,675,11103.234819296562,13,Xopenex EFA
5191,610,5187.9,50,Vitamin E 200 daily
5192,204,11103.234819296562,32,lexapro 10mg
5193,1123,11103.234819296562,46,Vit C 500mg daily
5194,1435,5101.21,2,Voltaren OTC gel apply to affected area daily prn
5195,10702,8169.7,13,Bumex
5196,3050,22872.42,50,Tablet 1 tablet daily; Coreg 6.25 mg two times a day; Ferrous Sulfate 325 mg two times a day; Folidc Acid 1 mg daily; Lexapro 5 mg daily; Lisinopril Hydrochlorothizide 20-12.5 mg daily; Methimazole 5 m
5197,47,11103.234819296562,51,b-complex
5198,172428,17278.96,62,topical testosterone
5199,2949,19458.84,50,clobetasol topical
5200,21384,4872.65,46,budesonide
5201,3500,12619.38,50,MSM
5202,326,11103.234819296562,50,multi
5203,2520,11103.234819296562,46,Klor Con
5204,1456,5074.33,67,400mcg Tylenol 600mg
5205,383,1908.34,70,Metformin 2g qPM
5206,539,871.28,21,bupropione 300 mg QD
5207,520,5257.72,2,A/D/K (5mg Daily)
5208,7000,5678.33,13,Tamsulosin
5209,100,871.3,67,nucynta
5210,8000,17773.94,67,Zyrtec 10mg PRN
5211,1,11103.234819296562,58,One a Day vitamin for women.  Flonase as needed. Benadryl as needed.
5212,4000,28703.53,50,flecainide
5213,3,11103.234819296562,51,Women's Complete Multivitamin
5214,6,11103.234819296562,51,"acid reflux medication"""
5215,7,11103.234819296562,58,Claritin
5216,37470,65875.32,13,Co-Q10
5217,15,11103.234819296562,58,and 8 pm.  Use caution with Acetaminophen total
5218,580,3958.28,9,Farxiga 10mg
5219,1455,11103.234819296562,46,Tamoxifen
5220,5,11103.234819296562,51,lipitor 5mg qday
5221,16354,11103.234819296562,46,Simvastin
5222,16645,5440.01,62,Miralax as needed
5223,70942,11203.81,13,Exemestane
5224,58,644.02,70,Zinc - PO daily
5225,33,1011.6,50,000 unit tablet clopidogrel (PLAVIX) 75 mg tablet EPINEPHrine (EPIPEN) 0.3 mg/0.3 mL AtIn famotidine (PEPCID) 20 MG tablet furosemide (LASIX) 20 MG tablet
5226,7,11103.234819296562,70,Dyzaide
5227,4,11103.234819296562,51,Diamox
5228,173,251.52,10,cinnamon
5229,94,11103.234819296562,58,Hormone replacement
5230,17760,11103.234819296562,28,alprazolam prn
5231,395,11103.234819296562,50,FIRST COVID SHOT GIVEN ON 12/23. SORENESS FELT ON LEFT ARM SITE THE NEXT DAY
5232,190,11103.234819296562,58,Sertraline 200mg daily
5233,13444,11103.234819296562,46,Daily  Restasis 0.05% ophthalmic emulsion
5234,6,11103.234819296562,58,400 mg Vitex
5235,3136,5150.82,46,tamsulosin 0.4mg
5236,1440,11103.234819296562,58,Thyroid {armour} 30 mg
5237,435,1003.65,13,Clucosamine Chrondronitin
5238,123,11103.234819296562,51,calcium and vitamin D supplement
5239,30,11103.234819296562,58,Slo Niacin2000mg daily
5240,3000,11103.234819296562,58,Mutlivitamins
5241,42032,25272.8,28,lidocane 5%
5242,68,1818.56,2,nifedipine 30mg daily
5243,34,766.62,54,metropolol
5244,15,11103.234819296562,70,Tamsulosin
5245,45000,17060.14,13,Aspirin81 mg 1 x day
5246,92500,11103.234819296562,28,Travatan gtts
5247,73,11103.234819296562,51,Effexor 150 mg daily
5248,39132,20519.07,13,Bisacodyl supp
5249,131138,12225.76,62,flax seed oil
5250,3470,5215.07,2,amaryl
5251,2900,8308.74,70,Aspirin 81 MG
5252,7063,1769.68,23,Home Meds:  acetaminophen (TYLENOL) 500 MG tablet Take 500-1
5253,400,11103.234819296562,13,Tizanidine 4mg PO TID PRN
5254,6523,11103.234819296562,50,Duloxetine Hcl  30 Mg
5255,33405,10867.28,28,nuva ring
5256,6,11103.234819296562,51,Zpack started on 12/30/20
5257,2098,1697.89,13,Xarelto 20mg
5258,675,2908.88,70,Finasteride 5mg daily
5259,8787,52462.81,50,lysine 1000mg daily
5260,35820,18779.99,13,Lisinopril/HCTZ
5261,10700,11103.234819296562,28,Metformin 500 mg 2x a day
5262,35,11103.234819296562,51,ondansetron
5263,3000,1332.29,46,INSULIN (NOVOLOG AND GLARGINE)MOBIC
5264,1,11103.234819296562,51,albuterol
5265,39550,23796.98,28,robinul
5266,18,11103.234819296562,58,D3(1000)
5267,9,11103.234819296562,51,Eliquis 2.5 mg tablet t
5268,2600,11103.234819296562,58,gabipentan
5269,5,11103.234819296562,58,FlowMax
5270,1250,11103.234819296562,57,Excedrin extra strength
5271,1000,11103.234819296562,13,Nasocort
5272,114,11103.234819296562,51,asprin 81 mg
5273,5590,3961.69,13,DRIED;MAGNESIUM CARBONATE]; PROBIOTIC [BIFIDOBACTERIUM BIFIDUM;BIFIDOBACTERIUM LACTIS;BIFIDOBACTERIUM LONGUM;LACTOBACILLUS ACIDO; CENTRUM MULTIGUMMIES
5274,60,1421.86,2,LOVASTATIN
5275,246,3133.86,70,acyclovir 400 mg tabs
5276,90,11103.234819296562,10,Black Cohosh
5277,2870,25037.09,50,Vit D daily
5278,4084,11103.234819296562,46,Prenatal vitamin
5279,6,11103.234819296562,51,glucosamine condroitin
5280,5060,11103.234819296562,50,mometasone-formoterol
5281,3355,2530.73,42,lotradine
5282,560,4476.29,2,skin & nails
5283,4,11103.234819296562,51,methimazole 2.5 mg daily
5284,97380,32208.32,22,provera
5285,3,11103.234819296562,51,fish oil
5286,44,11103.234819296562,58,Finesteride1mg
5287,14500,2503.07,46,invokana
5288,5409,11103.234819296562,51,The Big One multivitamin
5289,170,2883.51,50,leflunomide 20mg 1 qd
5290,100000,45118.64,13,lasix  40mg po qam
5291,268,11103.234819296562,58,One-a-day multivitamin
5292,25572,10657.33,46,hydroChlorothiazide
5293,189137,13677.67,62,Calcium 600 plus twice daily by mouth
5294,33022,16066.92,13,Singular when needed
5295,864,304.63,22,(as Theracal)
5296,200,11103.234819296562,58,Rosuvastatin 20mg daily
5297,53571,11109.18,13,Montalukast
5298,85000,84791.1,22,sodium chloride
5299,4640,1807.36,27,Atrovent inhaler
5300,3,11103.234819296562,51,nifedipine 30mg daily
5301,3794,26515.21,2,Folic Acid.
5302,18216,6757.18,13,Hydro
5303,90,693.54,2,Renagel
5304,64771,5298.03,22,Rovastatin
5305,400,11103.234819296562,13,hydrocodone
5306,2440,1659.21,62,Diclofenac Sodium
5307,400,11103.234819296562,13,lantopro
5308,6,11103.234819296562,51,seroquel
5309,864,11103.234819296562,22,humalog
5310,47,11103.234819296562,70,Calcium carbonate 500 mg daily
5311,210,11103.234819296562,50,Tazarotene
5312,428,732.47,21,loratadine 10 mg
5313,387,11103.234819296562,58,senna-docusate
5314,25692,11103.234819296562,13,lortidine
5315,10000,22523.12,67,Lorazepam
5316,770,11103.234819296562,58,Budesonide
5317,1500,14532.09,50,docusate
5318,832,1945.45,21,PROGESTERONE 100 MG
5319,79250,8809.08,13,Atorvastatin 10mg
5320,32112,19745.22,28,AMITRIPYTLINE
5321,24,315.44,70,INVOKANA
5322,16,11103.234819296562,58,IBU
5323,5000,11103.234819296562,13,melatonin 12mg
5324,6100,4236.81,13,2.5mg Tadalafil once daily
5325,2400,9253.44,21,Metoprolol Succinate
5326,20000,9182.45,46,isosorbide ER 60mg
5327,84143,11103.234819296562,13,Turmeric tincture
5328,15,708.2,2,just vitamins
5329,192,290.0,42,Breo Ellipta
5330,3,11103.234819296562,51,ranolazine
5331,2145,2383.65,2,Prescriptions: None  Over-the-counter: Claritan non-drowsy  Supplements: Korean Red Ginsing Tonic
5332,237500,14682.98,62,Hair Skin & Nails soft gel
5333,784,11103.234819296562,13,wheezing
5334,18,11103.234819296562,51,Clarinet
5335,3182,14493.3,50,wheezing
5336,40,11103.234819296562,58,Cardizem
5337,695,8738.06,50,cranberry pill 250 mg one twice a day
5338,76615,11103.234819296562,13,Ubiquinol CQ-10
5339,1,980.7,50,Fludrocortisone
5340,11640,3283.59,13,Calcium Carbonate 600mg BID
5341,3240,5322.35,2,alprazolam prn
5342,100,11103.234819296562,37,Turmeric tincture
5343,502,923.18,14,daily multivitamin
5344,10,11103.234819296562,51,Vit B -12 injections
5345,10249,23372.43,28,Sertraine and Claritin as needed
5346,2460,1312.75,22,Vitamin B-12 500mcg
5347,11036,10898.12,13,Liothyronine Vitamin c
5348,3,11103.234819296562,51,Ketorolac Tromethamine
5349,172800,11103.234819296562,28,Metapropol
5350,38433,31521.65,46,Estradiol patch Pepcid
5351,3076,21084.84,50,meloxicam
5352,3500,15670.6,70,metoprolol 50mg 1 1/2 tab x2 daily
5353,38,11103.234819296562,51,Vitamin D3 2000iu daily by mouth
5354,42500,16210.31,13,METFORMIN TAB
5355,2828,11103.234819296562,50,ometrosval
5356,1206,4540.55,67,centrum silver
5357,64738,3646.13,22,ASA 81 mg QD
5358,6,11103.234819296562,51,birth control and Xanax as needed
5359,625,86.0,2,multivit 1 tab daily
5360,61751,11103.234819296562,62,levothyroxine .88 x 1
5361,13,11103.234819296562,51,torsamid
5362,112,1428.23,67,flaxseed oil
5363,146670,15213.22,13,Apple Cider Vinegar Gummies
5364,65,11103.234819296562,70,adavan
5365,2468,650.81,13,Multi Vit 1 QD
5366,1500,11293.85,50,hs
5367,22497,152368.7,61,adavan
5368,24024,16574.55,46,Toujeo (insulin glargine) 50 units daily
5369,56,4092.21,2,nono
5370,3800,12711.93,67,Nexplanon
5371,1000,1579.89,23,VIT E
5372,58489,14439.19,13,occasional peptobismal
5373,2293,2461.63,13,mult- bit
5374,2,11103.234819296562,58,Cytomel
5375,52158,6121.41,13,ocrelizumab infusion every 6 monhts
5376,7982,31382.03,50,Divalproex 80D DR 25mg
5377,2127,14019.38,50,Methadone
5378,65,593.72,70,000 unit (125 mcg) Take 5
5379,6,11103.234819296562,51,PROGESTERONE 100 MG
5380,10935,11103.234819296562,62,Zpack started on 12/30/20
5381,7,11103.234819296562,51,Terazesin.
5382,4192,6072.8,22,low dose Aspirin
5383,350,2508.46,50,Elizine
5384,11904,11103.234819296562,28,Centrum Silver daily multivitamin Sertraline 50mg daily Nabumetone 750mg 2 daily  Take HUMIRA INJECTION 40 SQ  bi weekly and did so on January 1st
5385,4131,11566.55,50,magnesium 500mg
5386,3200,27952.72,50,centrum silver multivitamin
5387,229,11103.234819296562,50,Reglan
5388,65763,7814.59,46,rabplaze 20mg
5389,228,11103.234819296562,58,estradiol 1mg
5390,305,11103.234819296562,50,Rabeprazole
5391,900,3489.46,67,benazapril dystolic hydralazine pantoprazole atorvastin calcium furosemide spririva multiple vitamin calcium
5392,41,483.68,67,METFORMIN
5393,2,4116.81,13,Zyrtec 10mg
5394,21,11103.234819296562,50,amytriptilline 10 mg once
5395,18,11103.234819296562,70,Sertraline 200mg daily
5396,111348,30711.92,62,Adult multivitamin. Vitamins a
5397,2295,5293.76,42,Eliquis 2.5 mg tablet t
5398,8261,16397.94,70,and activell
5399,340,810.96,21,guaifenesin
5400,17584,4559.25,46,gabapentin 300mg three times a day
5401,51,11103.234819296562,50,furosemide 40mg
5402,1400,11103.234819296562,28,METFORMIN TAB
5403,540,5385.37,2,allegra
5404,16383,5159.33,13,Carvedilol
5405,922,11103.234819296562,42,Thyroid
5406,39015,11103.234819296562,28,Hair Skin & Nails soft gel
5407,66,732.72,70,) 10 MCG/ML LIQD Cholecalciferol (VITAMIN D PO) diphenhydrAMINE (BENADRYL ALLERGY) 25 MG capsule Fex
5408,300,11103.234819296562,13,Multivitamin QD
5409,5196,2093.31,42,albuterol (PROVENTIL
5410,39201,20555.45,13,Atorvatastin 10mg;  Metopropol Succ ER 50mg ; Anoro Ellipta 62.5025mcg INhaler
5411,1887,781.5,18,B12 & Multivitamin
5412,34,11103.234819296562,51,L-Thyroxine
5413,2040,11103.234819296562,13,Calcium 315 MG  1.5 tablets
5414,300,11103.234819296562,58,Levothyr
5415,3,11103.234819296562,51,vitamin c 1000mg daily
5416,585,11103.234819296562,70,Bumex
5417,1500,19196.73,50,B
5418,12200,11103.234819296562,28,alendronate 70mg once weekly.
5419,51,11103.234819296562,58,simvastatin
5420,10364,62466.03,50,lamotragine
5421,6500,30778.29,50,Nonw
5422,1903,3603.93,70,levetiractam
5423,9,11103.234819296562,51,biotin 5000 MCG
5424,400,1317.01,13,OTC;  Allegra
5425,480,1400.91,2,vit b1
5426,1800,13790.1,50,Divalproex Sodium Capsule Delayed Release Sprinkle 125 MG
5427,11,11103.234819296562,58,nortriptyline 40 mg
5428,869,11103.234819296562,58,curcumax (ionga root
5429,559,1127.95,13,Incruse Ellipta
5430,3511,22892.07,50,One a day Vitamin
5431,7245,1226.11,28,atorvastin
5432,912,11103.234819296562,58,Claritin D 12 hour.
5433,4200,23167.84,70,sudafed PE as needed
5434,30,1406.75,49,Soothe XP (light mineral oil-mineral oil) eye ointment
5435,7078,5248.47,2,Zetz
5436,2688,4022.89,46,Toprol 50mg
5437,52,11103.234819296562,51,ADDERALL
5438,22600,24624.0,13,preservision (2 tab / day)
5439,9475,24172.01,67,Yes
5440,111,330.0,10,000 every 2 weeks
5441,1,11103.234819296562,58,Dicyclormine HCL
5442,1,11103.234819296562,51,Certinlen
5443,17760,3809.94,28,NO
5444,2229,11103.234819296562,50,Taking various meds/antibiotics for UTI
5445,20,11103.234819296562,50,10mg/day
5446,1836,958.85,2,ZINC AND CLARITIN
5447,150,2265.89,2,Calcium citrate
5448,136980,10283.25,23,hydroxyzine 10 mg
5449,350,1726.5,2,Last Dose: 2/3/2021 at 0800           TodayY
5450,257,11103.234819296562,58,(None)
5451,86843,10748.78,13,The Big One multivitamin
5452,138,11103.234819296562,51,Macrodantine
5453,20000,6020.81,13,Rhinocort nasal spray
5454,1080,11103.234819296562,28,CLARITINE
5455,17,11103.234819296562,58,Sertraline Buspar
5456,2000,1254.61,46,furosemide 40 mg
5457,252,2905.84,2,cyanocobalamin
5458,392,2191.21,30,glucosomine
5459,14663,11103.234819296562,46,diclofenac
5460,2520,11103.234819296562,13,ADVIL
5461,19776,9272.18,28,antioxidant supplement
5462,154,1619.3,50,super vitamin B complex
5463,3,11103.234819296562,51,vit b
5464,691,11103.234819296562,13,Chlorhexidine rinse
5465,4872,11103.234819296562,46,Biotine
5466,11,11103.234819296562,51,Lithium Carbonate- 1 Am
5467,3023,19891.2,50,Calcium Citrate
5468,1014,3584.08,40,vitamins cAnd d
5469,38707,40227.6,13,Blood Glucose Monitoring
5470,153,11103.234819296562,50,omega-3 fatty acid
5471,2610,11103.234819296562,46,Kelp tablet Floragen
5472,250,3997.31,70,Metoprolol ER;  Levothyroxine;  Esomeprazole;  Sertraline
5473,427,1060.35,13,activated charcoal
5474,3,11103.234819296562,51,boswelia serrata gum
5475,260,2742.83,50,OMPERAZOLE 40MG DAILY
5476,2744,22067.21,50,Olmesartan-hydrochlorothiazide 20-12.5mg  1x day
5477,249,11103.234819296562,46,acetaminophen 250mg (2 daily)
5478,5000,46044.38,50,coreg (generic)
5479,400,379.77,2,BLOOD THINNER (UNKNOWN NAME)
5480,15,650.97,70,ropinirole
5481,56500,10500.29,28,sodium bicarbonate tab
5482,71,11103.234819296562,58,Zonisamide
5483,3393,7326.63,13,chlorthalidone
5484,21,11103.234819296562,51,Metoprolol succinate
5485,454,281.94,10,ukn
5486,4000,40716.16,61,TUMS 750mg 1 TID PRN
5487,2155,7727.12,21,Bijuva
5488,39,514.52,50,Metoprolol 60 mg as needed
5489,16800,27376.29,2,zinc gluconate
5490,80516,50445.73,22,Flonase nasal spray
5491,300,11103.234819296562,58,Prenatals
5492,632,11103.234819296562,58,diclofenac sodium
5493,683,11103.234819296562,28,VITAMIN -D
5494,300,971.8,2,BALSALAZIDE
5495,6133,31306.65,50,Isosource VHN 1.5 cal
5496,1270,11103.234819296562,46,cyanocobalamin
5497,6914,41141.5,2,Sulfasalizine
5498,18,11103.234819296562,70,duloxetine
5499,252,1353.35,70,trazodone.
5500,90,11103.234819296562,70,Atorvastin Ca 40 mg QD
5501,125,1441.21,70,rabplaze 20mg
5502,60,11103.234819296562,58,bupronsar 100mg
5503,20000,41300.11,70,one dose of duexis
5504,2850,4604.83,21,albuterol (PROVENTIL
5505,28,290.0,42,Citalopram 10mg
5506,2744,22317.25,50,Ocuvite 1 tab daily
5507,333334,25285.11,62,PANTOPRAZOLE 40MG
5508,800,798.43,21,UNK
5509,3040,13383.47,50,zoloft.
5510,6000,52239.49,50,ASPRIN
5511,113020,7609.7,23,Docusate Sodium
5512,65072,17278.96,62,Benaprezil
5513,6500,4837.38,13,3 hours prior to vaccination for migraine attack
5514,47970,23708.81,46,n/a.
5515,340,3899.33,2,sudafed
5516,400,2033.62,67,VIte B12/ 6
5517,150,11103.234819296562,32,Atenolol 75mg daily
5518,15881,11103.234819296562,13,Emgality subd monthly
5519,167,1128.74,21,bupropion sr 100mg daily
5520,2910,2429.39,28,sertaline
5521,2407,11103.234819296562,50,pindolol
5522,120,846.69,50,Tylenol prn  Eliquis
5523,1800,5180.34,67,Ramapril 10mg
5524,360,3135.97,61,Boniva
5525,48264,10446.36,13,metoprolol 25 mg (x2)
5526,1600,8542.94,61,Regular texture NX: 2CAL HN 120CC 1 CAN PO  three times a day WITH MEDPASS DIET: RICE PORRIDGE ALL MEALS PER RESIDENT'S REQUEST  three times a day NX: 4OZ. HEALTHSHAKE PO  three times a day BETWEEN MEALS Docusate Sodium Capsu
5527,5000,50550.58,50,Sprouts Brand) daily.   Enjoy wine.
5528,2500,11216.78,47,AMOCILLINE
5529,2835,30726.22,50,VIT D 2000U
5530,80,277.4,14,LAMICTAL
5531,121307,62102.07,28,Excedrin migraine
5532,13736,11103.234819296562,28,1mg/as needed Hydroxyzine
5533,180,2863.47,50,Zoloft 100mg QD
5534,300,11103.234819296562,13,Potassium
5535,3056,20602.3,50,Lisinopril
5536,4000,15537.04,50,Aspirin 81mg- 1 tablet PO daily
5537,2835,30726.22,50,pycnogenol  100mg 3x
5538,39,11103.234819296562,50,and started to feel  a headache and body aches around 1:00 am
5539,340,5755.58,2,Nitrostat PRN (hasn't used)
5540,2400,11103.234819296562,70,Lodipine Symbacort inhaler
5541,90273,11103.234819296562,13,Trelegy Ellipta
5542,2600,6164.1,70,Paroxetine
5543,3094,27686.29,50,B-12
5544,4,1076.15,50,Rfl:  ?  Ascorbic Acid (VITAMIN C) 1000 MG TABS
5545,9253,11368.84,2,Fluoextine
5546,3,11103.234819296562,51,Armor Thyroid
5547,7700,11103.234819296562,28,cholesterol and thyroid meds
5548,47,11103.234819296562,58,Super B complex
5549,97,11103.234819296562,50,once per day Atorvastatin
5550,7000,4881.42,2,vitamin b-12
5551,384,1180.73,28,000U
5552,7243,13765.81,50,Questran 4gm daily
5553,4200,23097.81,70,Trileptal (trigeminal neuralgia)
5554,2128,23826.25,50,fluvistatin 40 mg
5555,14000,9061.84,13,Plaquenil
5556,39449,20416.03,22,Oxybutynin
5557,680,9689.81,2,Pureed texture DIET: DOUBLE PORTION @ ALL MEALS DIET: EXTRA PROTEIN ENTREE  three times a day @ BREAKFAST
5558,252,1026.15,43,Zyrtec; vit D
5559,610,3428.37,2,Amlodipine 10 mg qday
5560,3125,40965.77,50,LOESTRIN
5561,579,1393.29,2,Atrovent inhaler
5562,25,11103.234819296562,51,PRAVASTATIN
5563,19152,6806.86,28,Lidocaine patch
5564,69,11103.234819296562,13,NORTRIPTYLINE
5565,120,160.52,13,Magnesium tablets 500 mg daily
5566,100,11103.234819296562,50,lotensin
5567,25,130.0,21,W
