,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count
4563,46587,161-ZA-T30,FPQ-5303,SCMS-68950,ASN-7102,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,11-Jun-10,11-Jun-10,11-Jun-10,ARV,Adult,Aurobindo Pharma Limited,MESALAZINE,Lamivudine,Generic,150mg,Tablet,60,52379,132518.87,2.53,0.04,"Aurobindo Unit III, India",Yes,2512,4116.82,285.71,326
4564,46590,108-VN-T30,FPQ-5094,SCMS-68580,ASN-7284,Vietnam,PMO - US,Direct Drop,EXW,Air,3/15/10,3/24/10,21-Jul-10,21-Jul-10,21-Jul-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Aspirin 81,Efavirenz,Generic,600mg,Tablet,30,63421,272710.3,4.3,0.14,Mylan (formerly Matrix) Nashik,Yes,5101,13241.08,587.96,236
4565,46625,102-SD-T30,FPQ-6171,SCMS-81720,ASN-8234,Sudan,PMO - US,Direct Drop,EXW,Air,8/5/10,8/19/10,1-Nov-10,1-Nov-10,1-Nov-10,HRDT,HIV test,"Standard Diagnostics, Inc.",Multiple Vitamins,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,24,480.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,75,1539.55,1.03,525
4566,46653,116-ZA-T30,FPQ-4054,SCMS-51250,ASN-5056,South Africa,PMO - US,Direct Drop,DDP,Truck,7/29/09,8/7/09,24-Aug-09,24-Aug-09,24-Aug-09,ARV,Pediatric,S. BUYS WHOLESALER,Topimax,Lamivudine,Epivir,10mg/ml,Oral solution,240,300,2040.28,6.8,0.03,GSK Mississauga (Canada),Yes,3424.441305712492,Freight Included in Commodity Cost,4.0,156
4567,46669,133-NG-T30,FPQ-8117,SCMS-118180,ASN-12397,Nigeria,PMO - US,Direct Drop,EXW,Air,7/28/11,8/12/11,19-Oct-11,19-Oct-11,19-Oct-11,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Lopid,"HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,1850,53650.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,592,2951.78,88.52,76
4568,46673,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/13/13,7-Feb-14,7-Feb-14,7-Feb-14,ARV,Adult,S. BUYS WHOLESALER,Atenolol 25mg daily,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,189,6189.33,32.75,0.55,Hetero Unit III Hyderabad IN,No,3424.441305712492,Freight Included in Commodity Cost,7.66,25
4569,46688,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,xalatan,Nevirapine,Generic,200mg,Tablet,60,88,1722.87,19.58,0.33,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,2.13,697
4570,46726,114-UG-T30,FPQ-8498,SCMS-126390,ASN-13435,Uganda,PMO - US,Direct Drop,DDP,Air,10/18/11,10/31/11,6-Jan-12,6-Jan-12,6-Jan-12,ARV,Adult,ASPEN PHARMACARE,Biotin 10000mg,Etravirine,Intelence,100mg,Tablet,120,83,6811.81,82.07,0.68,"Janssen-Cilag, Latina, IT",Yes,16,375,11.24,970
4571,46727,109-TZ-T30,FPQ-10619,SCMS-161830,ASN-17464,Tanzania,PMO - US,Direct Drop,EXW,Air,9/13/12,10/4/12,31-Dec-12,31-Dec-12,31-Dec-12,HRDT,HIV test,"Orgenics, Ltd",Vitamin C and Selexa,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2264,181120.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,980,18638.44,253.93,412
4572,46742,108-VN-T30,FPQ-13034,SCMS-210070,ASN-25784,Vietnam,PMO - US,Direct Drop,EXW,Air,10/4/13,10/7/13,6-Jun-14,6-Jun-14,9-Jun-14,ARV,Adult,EMCURE PHARMACEUTICALS LTD,5mg Finasteride daily,Nevirapine,Generic,200mg,Tablet,60,12937,29755.1,2.3,0.04,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,875,2181.91,36.81,838
4573,46844,104-CI-T30,FPQ-4486,SCMS-57040,ASN-6084,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,11/5/09,11/6/09,2-Mar-10,2-Mar-10,2-Mar-10,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Mirena 52mg IUD.,"HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,3049,82323.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,904,7208,177.49,79
4574,46848,108-VN-T30,FPQ-10286,SCMS-156250,ASN-17673,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/12,8/15/12,4-Feb-13,4-Feb-13,4-Feb-13,ARV,Pediatric,MICRO LABS LIMITED,abilify,Efavirenz,Generic,200mg,Capsule,90,298,1317.16,4.42,0.05,"Micro labs, Verna, Goa, India",No,3424.441305712492,See ASN-17673 (ID#:36978),1.85,447
4575,46858,111-MZ-T30,FPQ-10369,SCMS-157230,ASN-16634,Mozambique,PMO - US,Direct Drop,EXW,Air,7/23/12,8/22/12,18-Oct-12,18-Oct-12,18-Oct-12,HRDT,HIV test - Ancillary,"Orgenics, Ltd",20 mg,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,,Test kit - Ancillary,1,215,1075.0,5.0,5.0,"Alere Medical Co., Ltd.",Yes,41,1001.02,1.51,744
4576,46860,108-VN-T30,FPQ-5899,SCMS-77470,ASN-8455,Vietnam,PMO - US,Direct Drop,EXW,Air,6/23/10,7/1/10,25-Oct-10,25-Oct-10,25-Oct-10,ARV,Adult,STRIDES ARCOLAB LIMITED,HCTZ 12.5mg,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,24000,264000.0,11.0,0.18,"Strides, Bangalore, India.",Yes,2769,10546.68,569.18,24
4577,46867,114-UG-T30,FPQ-15314,SCMS-264750,ASN-31497,Uganda,PMO - US,Direct Drop,EXW,Air,11/11/14,12/4/14,5-May-15,5-May-15,5-May-15,HRDT,HIV test,"Orgenics, Ltd",omeprazole 20mg,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,6118,489440.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2477,19775.55,576.07,725
4578,46869,104-CI-T30,FPQ-14253,SCMS-243780,ASN-30382,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,5/14/14,7/9/14,20-Feb-15,20-Feb-15,23-Feb-15,HRDT,HIV test,"Standard Diagnostics, Inc.",VD3,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1400,28700.0,20.5,0.82,"Standard Diagnostics, Korea",Yes,437,5408.93,29.5,810
4579,46875,113-ZW-T30,FPQ-13669,SCMS-225830,ASN-26283,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2/3/14,2/12/14,18-Jun-14,18-Jun-14,25-Jun-14,HRDT,HIV test,"Orgenics, Ltd",PRN  amLODIPine,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,8787,702960.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,3567,51732.62,722.64,360
4580,46895,133-NG-T30,FPQ-12812,SCMS-210341,ASN-24162,Nigeria,PMO - US,Direct Drop,EXW,Air,8/13/13,11/1/13,6-Feb-14,6-Feb-14,7-Feb-14,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",diclofenac,"HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,3487,111584.0,32.0,1.6,Chembio Diagnostics Sys. Inc.,Yes,1252,5850.25,138.03,246
4581,46897,108-VN-T30,FPQ-12539,SCMS-199840,ASN-23174,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/13,7/25/13,8-Jan-14,8-Jan-14,8-Jan-14,ARV,Adult,HETERO LABS LIMITED,arithromycin,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,12693,45060.15,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,975,2048.91,55.74,364
4582,46942,161-ZA-T30,FPQ-5648,SCMS-75530,ASN-7959,South Africa,PMO - US,Direct Drop,DDP,Air,6/2/10,6/16/10,13-Oct-10,13-Oct-10,13-Oct-10,ARV,Adult,CIPLA LIMITED,Plaquemil,Abacavir,Generic,300mg,Tablet,60,10000,172800.0,17.28,0.29,"Cipla, Patalganga, India",Yes,1087,2531.3,372.56,910
4583,46956,119-NA-T30,FPQ-7007,SCMS-98340,ASN-10065,Namibia,PMO - US,Direct Drop,EXW,Air,1/13/11,2/2/11,22-Mar-11,22-Mar-11,22-Mar-11,HRDT,HIV test,"Orgenics, Ltd",Renavite 1 tablet daily,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,150,11655.0,77.7,0.78,Inverness Japan,Yes,34,947.35,19.23,390
4584,46987,109-TZ-T30,FPQ-10619,SCMS-161830,ASN-17466,Tanzania,PMO - US,Direct Drop,EXW,Air,9/13/12,10/4/12,31-Dec-12,31-Dec-12,31-Dec-12,HRDT,HIV test,"Orgenics, Ltd",hydroxychoriquine,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2352,188160.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1016,19026.72,263.8,216
4585,47025,161-ZA-T30,FPQ-5303,SCMS-68860,ASN-6883,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,1-Jun-10,1-Jun-10,1-Jun-10,ARV,Adult,Aurobindo Pharma Limited,Dialysis,Efavirenz,Generic,600mg,Tablet,30,34044,158985.48,4.67,0.16,"Aurobindo Unit III, India",Yes,2892,6105.79,342.77,727
4586,47035,103-AO-T30,FPQ-11252,SCMS-171790,ASN-17969,Angola,PMO - US,Direct Drop,EXW,Air,12/12/12,1/11/13,12-Mar-13,12-Mar-13,12-Mar-13,ARV,Pediatric,Aurobindo Pharma Limited,VIt B,Efavirenz,Generic,50mg,Capsule,30,360,806.4,2.24,0.07,"Aurobindo Unit III, India",Yes,21,840.17,1.0,93
4587,47048,105-GY-T30,FPQ-7619,SCMS-111220,ASN-11550,Guyana,PMO - US,Direct Drop,FCA,Air,5/30/11,6/15/11,5-Aug-11,5-Aug-11,5-Aug-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Motrin,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1324,108832.8,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,334,2171.57,179.57,624
4588,47050,111-MZ-T30,FPQ-8116,SCMS-118360,ASN-12611,Mozambique,PMO - US,Direct Drop,EXW,Air,8/4/11,8/24/11,12-Dec-11,12-Dec-11,12-Dec-11,HRDT,HIV test,"Orgenics, Ltd",hydroxine,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,7587,589509.9,77.7,0.78,Inverness Japan,Yes,1306,26532.85,972.69,786
4589,47077,114-UG-T30,FPQ-15303,SCMS-264962,ASN-32534,Uganda,PMO - US,Direct Drop,EXW,Air,11/11/14,11/25/14,15-Jun-15,15-Jun-15,15-Jun-15,ARV,Adult,EMCURE PHARMACEUTICALS LTD,I have myesthenia gravis and take pyrogestamine and mycophenalate. Also losarton,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,9235,166230.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,1197,5375.13,195.65,379
4590,47084,116-ZA-T30,FPQ-14942,SCMS-295800,ASN-33865,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,8/24/15,24-Aug-15,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,2 puffs q am,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,30,445.57,14.85,0.5,Mylan (formerly Matrix) Nashik,No,3424.441305712492,Freight Included in Commodity Cost,0.46,303
4591,47089,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Pediatric,S. BUYS WHOLESALER,VITAMIN D 2000 IU TABLET,Lamivudine,Generic,10mg/ml,Oral solution,240,517,2812.74,5.44,0.02,"Cipla, Goa, India",No,3424.441305712492,Freight Included in Commodity Cost,3.48,821
4592,47136,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,MONUROL,Nevirapine,Viramune,200mg,Tablet,60,225,4157.82,18.48,0.31,"Boehringer Ing., Koropi, GR",No,3424.441305712492,Freight Included in Commodity Cost,5.14,640
4593,47200,106-HT-T30,FPQ-13797,SCMS-234020,ASN-27349,Haiti,PMO - US,Direct Drop,EXW,Air,3/20/14,5/5/14,29-Oct-14,29-Oct-14,12-Nov-14,ARV,Adult,HETERO LABS LIMITED,olmesartan-hydrochlorothiazide 40-25 mg,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,29635,195887.35,6.61,0.11,Hetero Unit III Hyderabad IN,Yes,2608,21886.49,201.37,914
4594,47212,114-UG-T30,FPQ-14407,SCMS-244420,ASN-29216,Uganda,PMO - US,Direct Drop,FCA,Air,6/11/14,6/23/14,14-Nov-14,14-Nov-14,16-Nov-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),welubutrin,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,80,2465.6,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,136,2077.87,2.53,206
4595,47221,105-SS-T30,FPQ-15569,SCMS-272140,ASN-31129,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/14,2/20/15,8-May-15,8-May-15,11-May-15,HRDT,HIV test,"Trinity Biotech, Plc",CLARITON,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,10,320.0,32.0,1.6,"Trinity Biotech, Plc",No,3424.441305712492,See ASN-31129 (ID#:40205),0.38,987
4596,47233,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,ursadiol,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,11,370.96,33.72,1.12,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.46,538
4597,47236,102-SD-T30,FPQ-7103,SCMS-100520,ASN-10315,Sudan,PMO - US,Direct Drop,FCA,Air,2/5/11,3/2/11,29-Apr-11,29-Apr-11,29-Apr-11,HRDT,HIV test - Ancillary,"Orgenics, Ltd",0xycodone & Prevacid,"HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,25,200.0,8.0,0.08,Inverness Japan,Yes,2,1201.72,0.33,596
4598,47253,108-VN-T30,FPQ-7565,SCMS-107630,ASN-11362,Vietnam,PMO - US,Direct Drop,EXW,Air,4/21/11,5/2/11,26-Jul-11,26-Jul-11,26-Jul-11,ARV,Adult,STRIDES ARCOLAB LIMITED,Slo Niacin2000mg daily,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,11000,58850.0,5.35,0.09,"Strides, Bangalore, India.",Yes,3828,15089.11,97.1,121
4599,47301,103-ZW-T30,FPQ-15398,SCMS-264880,ASN-29746,Zimbabwe,PMO - US,Direct Drop,EXW,Air,11/14/14,11/17/14,3-Feb-15,3-Feb-15,3-Feb-15,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),isosorbide,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,814,0.01,0.0,0.0,Mylan (formerly Matrix) Nashik,Yes,60,1344.94,0.0,664
4600,47302,105-GY-T30,FPQ-11562,SCMS-180000,ASN-18805,Guyana,PMO - US,Direct Drop,EXW,Air,2/7/13,3/6/13,18-Apr-13,18-Apr-13,18-Apr-13,ARV,Pediatric,Aurobindo Pharma Limited,oxymorphone,Zidovudine,Generic,100mg,Capsule,100,218,1002.8,4.6,0.05,"Aurobindo Unit III, India",No,3424.441305712492,See ASN-18805 (ID#:18997),1.24,651
4601,47311,104-CI-T30,FPQ-8366,SCMS-124280,ASN-13315,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Ocean,9/5/11,10/11/11,23-Mar-12,23-Mar-12,23-Mar-12,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),40 mg= 1 tab,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1573,48479.86,30.82,0.26,ABBVIE Ludwigshafen Germany,Yes,393,40289,79.99,965
4602,47312,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/13,12/2/13,13-Jan-14,13-Jan-14,13-Jan-14,ARV,Adult,S. BUYS WHOLESALER,sertraline 100mg QD,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,26,777.92,29.92,1.0,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.8,363
4603,47356,161-ZA-T30,FPQ-5303,SCMS-68990,ASN-7181,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,9-Jun-10,10-Jun-10,10-Jun-10,ARV,Pediatric,Aurobindo Pharma Limited,low-dose aspirin,Nevirapine,Generic,10mg/ml,Oral suspension,240,11980,37737.0,3.15,0.01,"Aurobindo Unit III, India",Yes,4621,4762.44,81.36,907
4604,47388,106-HT-T30,FPQ-9636,SCMS-148360,ASN-16560,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/14/12,7/3/12,20-Dec-12,20-Dec-12,20-Dec-12,ARV,Adult,Aurobindo Pharma Limited,METOPROLOL 50  MG,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,37680,288252.0,7.65,0.13,"Aurobindo Unit III, India",No,3424.441305712492,See ASN-16560 (ID#:29734),404.13,504
4605,47400,113-ZW-T30,FPQ-13669,SCMS-225830,ASN-26283,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2/3/14,2/12/14,18-Jun-14,18-Jun-14,25-Jun-14,HRDT,HIV test - Ancillary,"Orgenics, Ltd",mens multi vitamin,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,,Test kit - Ancillary,1,3939,19695.0,5.0,5.0,"Alere Medical Co., Ltd.",No,3424.441305712492,See ASN-26283 (ID#:46875),20.25,701
4606,47406,110-ZM-T30,FPQ-11390,SCMS-173920,ASN-19078,Zambia,PMO - US,Direct Drop,EXW,Air,1/8/13,1/23/13,5-Jun-13,5-Jun-13,5-Jun-13,HRDT,HIV test,"Orgenics, Ltd",VITAMIN E,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2607,208560.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1080,19598.71,257.99,959
4607,47411,114-UG-T30,FPQ-12777,SCMS-202561,ASN-22987,Uganda,PMO - US,Direct Drop,EXW,Air,8/5/13,10/28/13,12-Dec-13,12-Dec-13,13-Dec-13,ARV,Pediatric,Aurobindo Pharma Limited,Fluticasone,Nevirapine,Generic,10mg/ml,Oral suspension,100,700,910.0,1.3,0.01,"Aurobindo Unit III, India",Yes,3424.441305712492,Invoiced Separately,1.13,764
4608,47413,106-HT-T30,FPQ-12590,SCMS-210530,ASN-22712,Haiti,PMO - US,Direct Drop,EXW,Air,8/21/13,10/25/13,24-Jan-14,24-Jan-14,29-Jan-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vitamin D 5000iu daily,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,5000,100000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,1189,7296.97,123.7,698
4609,47432,104-CI-T30,FPQ-12622,SCMS-201213,ASN-26834,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/16/13,8/15/13,8-Jul-14,8-Jul-14,10-Jul-14,HRDT,HIV test,"Standard Diagnostics, Inc.",Biotin 5000mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1400,28700.0,20.5,0.82,"Standard Diagnostics, Korea",Yes,468,5372.87,35.5,337
4610,47443,114-UG-T30,FPQ-4085,SCMS-53080,ASN-5062,Uganda,PMO - US,Direct Drop,FCA,Air,8/25/09,9/10/09,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Dulara Inhaler,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,120,4339.2,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,36,1025.69,8.5,655
4611,47473,103-ZW-T30,FPQ-16527,SCMS-294730,ASN-33622,Zimbabwe,PMO - US,Direct Drop,FCA,Air,7/1/15,7/10/15,20-Aug-15,20-Aug-15,21-Aug-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Botox,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,4497,138597.54,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,3968,Freight Included in Commodity Cost,163.13,669
4612,47495,900-SZ-T30,FPQ-8386,SCMS-122630,ASN-13382,Swaziland,PMO - US,Direct Drop,EXW,Ocean,9/14/11,9/22/11,19-Mar-12,19-Mar-12,19-Mar-12,ARV,Adult,Aurobindo Pharma Limited,Zero,Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,46855,637228.0,13.6,0.15,"Aurobindo Unit III, India",Yes,7712,13491.19,1051.43,403
4613,47516,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,Alprazolem,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,7242,148900.86,20.56,0.69,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,184.19,92
4614,47536,102-BW-T30,FPQ-6645,SCMS-92630,ASN-9552,Botswana,PMO - US,Direct Drop,EXW,Air,11/11/10,12/2/10,2-Mar-11,2-Mar-11,2-Mar-11,HRDT,HIV test,"Orgenics, Ltd",Microgestin Fe 1.5/30,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,10,800.0,80.0,0.8,Inverness Japan,Yes,5,767.63,1.32,74
4615,47541,107-RW-T30,FPQ-10092,SCMS-149431,ASN-15554,Rwanda,PMO - US,Direct Drop,EXW,Air,6/4/12,6/12/12,4-Aug-12,4-Aug-12,4-Aug-12,ARV,Adult,HETERO LABS LIMITED,1 daily Melatonin otc 3mg,Nevirapine,Generic,200mg,Tablet,60,37140,86907.6,2.34,0.04,Hetero Unit III Hyderabad IN,No,3424.441305712492,See ASN-15554 (ID#:33116),121.84,915
4616,47546,151-NG-T30,FPQ-11880,SCMS-185370,ASN-19780,Nigeria,PMO - US,Direct Drop,FCA,Air,3/20/13,4/19/13,23-Jul-13,23-Jul-13,23-Jul-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Cholecalciferol 1000 ius daily,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,5360,31838.4,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,619,5506.01,39.38,339
4617,47559,161-ZA-T30,FPQ-5648,SCMS-75440,ASN-8696,South Africa,PMO - US,Direct Drop,DDP,Ocean,6/2/10,6/17/10,4-Feb-11,4-Feb-11,4-Feb-11,ARV,Pediatric,Aurobindo Pharma Limited,Metoprolol Succinate ER 100mg twice a day,Efavirenz,Generic,50mg,Capsule,30,100000,235000.0,2.35,0.08,"Aurobindo Unit III, India",Yes,5634,17819.74,506.66,390
4618,47576,161-ZA-T30,FPQ-6262,SCMS-84210,ASN-10511,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/21/10,5-Apr-11,30-May-11,30-May-11,ARV,Adult,CIPLA LIMITED,Carafate,Nevirapine,Generic,200mg,Tablet,60,38400,107136.0,2.79,0.05,"Cipla, Goa, India",Yes,3424.441305712492,Freight Included in Commodity Cost,230.99,712
4619,47581,106-HT-T30,FPQ-10785,SCMS-162820,ASN-17024,Haiti,PMO - US,Direct Drop,DDP,Truck,10/11/12,10/16/12,30-Oct-12,30-Oct-12,30-Oct-12,HRDT,HIV test,REINBOLD EXPORT IMPORT,EC aspirin,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1000,133000.0,133.0,1.33,"Alere Medical Co., Ltd.",Yes,3424.441305712492,Freight Included in Commodity Cost,164.52,985
4620,47587,105-GY-T30,FPQ-14694,SCMS-252350,ASN-28008,Guyana,PMO - US,Direct Drop,EXW,Air,7/28/14,8/14/14,24-Sep-14,24-Sep-14,8-Oct-14,HRDT,HIV test,"Orgenics, Ltd",Lutera,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,605,60500.0,100.0,1.0,"Alere Medical Co., Ltd.",Yes,3424.441305712492,Invoiced Separately,62.19,813
4621,47616,103-ZW-T30,FPQ-11488,SCMS-174670,ASN-20191,Zimbabwe,PMO - US,Direct Drop,FCA,Air,1/17/13,2/1/13,8-Jul-13,8-Jul-13,8-Jul-13,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Fever,Didanosine,Videx,25mg,Chewable/dispersible tablet,60,703,4921.0,7.0,0.12,Bristol-Myers Squibb Anagni IT,Yes,162,2365.05,6.09,504
4622,47625,161-ZA-T30,FPQ-5303,SCMS-68750,ASN-8703,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,13-Oct-10,1-Dec-10,1-Dec-10,ARV,Adult,CIPLA LIMITED,Inderal 20mg,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,54247,424211.54,7.82,0.26,"Cipla, Goa, India",Yes,3728,3646.13,914.6,456
4623,47638,102-GY-T30,FPQ-8053,SCMS-115820,ASN-11658,Guyana,PMO - US,Direct Drop,EXW,Air,7/13/11,7/20/11,8-Aug-11,8-Aug-11,8-Aug-11,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Valsartan/hctz,"HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,15,435.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,6,325.67,0.72,389
